Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Froschmeier GmbH & Co. Betriebs KG;0200;Frank-Faserbetonmauerstärken Ø 22mm L=9cm;1.0;Stk;Isospan 2 GaBi Holzbetonmantelsteine mit EPS-Dämmung SILVER S 36,5/16,5 ohne Füllbeton;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0935;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Richter+Frenzel GmbH + Co. KG;1010505059000;HTsafe Bogen mit DichtringHTEM DN 50, 2000 mm;1.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNMK Version 1, Transportbetonwerk Saarwellingen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0885;m3;0.0615;0.08;0.1415;Success: m³ unit
HTI Gienger KG;KSE80;E-KS DN80/d90 EPDM W270 PN16;1.0;Stk;Jansen-Economy 60 Anti-Finger-Klemmtür Breite x Höhe: 1230 mm x 2180 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0829;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Union Beton Werke GmbH;916;Mautumlage;1.0;Stk;Holcim Duo 4 N Sackware Werk Höver;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0839;kg;419.6835;0.08;419.7635;Success: kg unit
Schneebecke & Dorn + Co. GmbH;BO2608597409;PRO Holz HSS Bohrer,18x100x600mm,SDSplus;1.0;Stk;TLX HO 13000-840 O S/MID XL LDO;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0856;pcs.;0.0;0.08;0.08;Error: Unit 'pcs.' not supported
Schneebecke & Dorn + Co. GmbH;BO2608900173;SDS plus-7X 12x100x165mm 10St EXPERT;1.0;Stk;KTV Atrium Flex;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0873;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Stark Deutschland GmbH;222504;Beton Bodenteil 1a/KG Di=450 mm Abgang DN 150 mm mit KG-Muffe;1.0;Stk;Ytong Porenbeton 2.5/0.40 RO;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0731;m3;0.4491;0.08;0.5291;Success: m³ unit
HTI Gienger KG;UNIVERSALK100;Universal-Kralle SML DN  100 zweiteilig;1.0;Stk;Sika® Plastiment® BV-35 NO;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Betonzusatzmittel';0.0865;kg;0.9452;0.08;1.0252;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;136;Entsorgung von Restbeton Kulanz;1.0;m³;Aluminiumfolie (d=0,1 mm);'Metalle' / 'Aluminium' / 'Aluminiumfolie';0.0896;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Froschmeier GmbH & Co. Betriebs KG;29;Wir führen Ihren Auftrag wie folgt aus:;1.0;Stk;Getuftete Teppichbahnenware mit PP Polmaterial und textilem Rücken, LC1;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.0964;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
Geith & Niggl GmbH & Co. KG;1075701;Mindestfracht Baugeräte;1.0;Stk;Glasvlies;'Kunststoffe' / 'Folien und Vliese' / 'Vliese';0.0814;qm;0.0;0.08;0.08;Error: Unit 'qm' not supported
HTI Gienger KG;AXPP2UM200;aduxa PP2000 Überschiebmuffe DN200;1.0;Stk;Holz-Blendrahmen;'Komponenten von Fenstern und Vorhangfassaden' / 'Rahmen / Profile' / 'Holz';0.0901;m;0.0;0.08;0.08;Error: Unit 'm' not supported
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14012100;C20/25 X0 C1 16 M Randsteinmischung;1.0;m³;Sand 0/2 (getrocknet);'Mineralische Baustoffe' / 'Zuschläge' / 'Sand und Kies';0.1022;kg;0.035;0.08;0.115;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EFO76110616;Hammerbohrer EXPERT 6x100x165mm Bosch;1.0;Stk;Schmelzkammergranulat;'Mineralische Baustoffe' / 'Zuschläge' / 'Kraftwerksnebenprodukte';0.0834;kg;0.0;0.08;0.08;Success: kg unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;16;Mindermenge;0.5;m³;LF3/LFE/CL2/MIREL EVO/ML EVO INF NIV SE;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0989;pcs.;0.0;0.04;0.04;Error: Unit 'pcs.' not supported
Rohrdorfer Transportbeton München GmbH & Co. KG;107;Entsorgung von Restbeton;0.25;m³;Kesselsand;'Mineralische Baustoffe' / 'Zuschläge' / 'Kraftwerksnebenprodukte';0.0813;kg;0.0;0.02;0.02;Success: kg unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;30000;dynamIQ flow XL-30;0.0;m³;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.0905;m3;0.0;0.0;0.0;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;30010;flow L-07;-31.76;m³;Mineralische Nassfilz-Deckenplatten (PT);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.083;qm;0.0;-2.5408;-2.5408;Error: Unit 'qm' not supported
