Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
Schneebecke & Dorn + Co. GmbH;EFO51060025;Schraubzwinge Ganzstahl 250x120mm FORMAT;2.0;Stk;Designboden Vinyl mit HDF-Trägerplatte;'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge';0.0923;qm;54.074;0.16;54.234;Success: Converted: 2.0 m² × 0.01m × 950.0 kg/m³ = 19.00 kg
Schneebecke & Dorn + Co. GmbH;EDE4009816024756;Thermometer Dig. Max-Min;2.0;Stk;Monarflex RAC Membran (BMI Group Holdings UK Limited) (Radon Barriere);'Kunststoffe' / 'Folien und Vliese' / 'Dampfbremse / Dampfsperre';0.0811;qm;0.0468;0.16;0.2068;Success: Converted: 2.0 m² × 0.01m = 0.020 m³
Froschmeier GmbH & Co. Betriebs KG;27;Wir führen Ihren Auftrag wie folgt aus:;2.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0868;m3;341.7521;0.16;341.9121;Success: m³ unit
HTI Gienger KG;AXPP2UM150;aduxa PP2000 Überschiebmuffe DN150;2.0;Stk;GLAPOR Schaumglasplatten;'Dämmstoffe' / 'Schaumglas' / 'Platten';0.0867;m3;194.6922;0.16;194.8522;Success: m³ unit
Geith & Niggl GmbH & Co. KG;1038439;Universal-Schaber 160 mm mit HM-Wendeplatten;2.0;Stk;RAUSILENTO RE;'Kunststoffe' / 'Rohre' / 'Abwasserrohre';0.0827;kg;2.3521;0.16;2.5121;Success: kg unit
HTI Gienger KG;GDXGEWS10040;"XI-Stück DN100x1 1/2"" PN 10/16";1.0;Stk;Porenbeton Granulat;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Porenbeton';0.0852;m3;5.7224;0.08;5.8024;Success: m³ unit
HTI Gienger KG;KSE100;E-KS DN100/d110 EPDM W270 PN16;1.0;Stk;Tragdeckschicht;'Mineralische Baustoffe' / 'Asphalt' / 'Tragschichten';0.087;kg;0.0943;0.08;0.1743;Success: kg unit
Richter+Frenzel GmbH + Co. KG;1010505054000;HTsafe Bogen mit DichtringHTEM DN 50, 2000 mm;1.0;Stk;Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Mainz, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0912;m3;122.6493;0.08;122.7293;Success: m³ unit
HTI Gienger KG;PLV3240A;"Anschlussverschraubung 32mmx1 1/2""AG";1.0;Stk;Falttürsystem FFT FLEX Grün;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.1069;pcs.;505.077;0.08;505.157;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Schneebecke & Dorn + Co. GmbH;EFO76110816;Hammerbohrer EXPERT 8x100x165mm Bosch;1.0;Stk;Transparente Bauelemente - Rodeca GmbH - Lichtbauelement 30 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0826;qm;0.2305;0.08;0.3105;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Berger Bau- und Industriebedarf GmbH;97104-SA;Versand- \/ Vorfrachtkosten;1.0;Stk;Kupferbleche;'Metalle' / 'Kupfer' / 'Kupferbleche';0.0837;kg;5.0598;0.08;5.1398;Success: kg unit
Stang GmbH & Co. KG;9002010029;Maut- und Logistikpauschale;1.0;Stk;Massivholzparkett (Durchschnitt DE);'Holz' / 'Holzböden' / 'Parkett';0.0824;qm;0.0;0.08;0.08;Success: Converted: 1.0 m² × 0.01m × 665.34 kg/m³ = 6.65 kg
HTI Gienger KG;GDXGEWS8040;"XI-Stück DN80x1 1/2"" PN 40";1.0;Stk;Promatect-MST®, Promatect-MT®, Promarine 450T®, Promarine 640T®, Supalux M1®, Vermiculux T®, Promatect-MLT®, Promasil 1100 super und Promasil 1000L;'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat';0.0862;qm;210.4875;0.08;210.5675;Success: Converted: 1.0 m² × 0.01m × 750.0 kg/m³ = 7.50 kg
Ganser Beton GmbH & Co. KG;07040100;Schlämpe;1.0;Stk;Spritzgegossene Polypropylenprodukte;'Kunststoffe' / 'Profile' / 'Kunststoffprofile elastisch';0.0951;kg;3.148;0.08;3.228;Success: kg unit
HTI Gienger KG;FLDGS104080E;Flanschdichtung Gummi-Stahl DN 80;1.0;Stk;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Oberhausen, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0863;m3;143.473;0.08;143.553;Success: m³ unit
Holz Kogler GmbH & Co. KG;1207;DIVERS.;1.0;Stk;Beton C40/50, Sortennummer 988429096;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0815;m3;179.3;0.08;179.38;Success: m³ unit
HTI Gienger KG;HTITRANSPORT;Transportkosten;1.0;Stk;V2 M 3300-935 LDO TEC MSP WH WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0939;pcs.;7.686;0.08;7.766;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Richter+Frenzel GmbH + Co. KG;1010520050000;HTsafe Abzweig mit DichtringenHTEM DN 50, 2000 mm;1.0;Stk;Steinzeugrohre DN 400;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Steinzeug';0.0735;m;53.2245;0.08;53.3045;Success: Converted: 1.0 m × 1.000 kg/m = 1.00 kg
Holz Kogler GmbH & Co. KG;945;PAKETANBRUCH;1.0;Stk;Gipsfaser-Platten;'Mineralische Baustoffe' / 'Bindemittel' / 'Gips';0.1037;qm;0.0;0.08;0.08;Success: Converted: 1.0 m² × 0.01m × 1180.0 kg/m³ = 11.80 kg
Schneebecke & Dorn + Co. GmbH;SOSAM;Wetterstation Bresser Meteo Temp Funkdigital;1.0;Stk;Grauguss Bauteil;'Metalle' / 'Stahl und Eisen' / 'Guss- und Schmiedeteile aus Stahl und Eisen';0.0813;kg;1.5061;0.08;1.5861;Success: kg unit
Adolf Würth GmbH & Co. KG;0648073045961    1;BO-HAM-PLUS-QL-D30,0-L450-AL400MM;1.0;Stk;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf Spiraltor Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.084;qm;1.3735;0.08;1.4535;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Schneebecke & Dorn + Co. GmbH;HM7096;Hm Müllner Universal Werkzeugkoffer 96 teilig;1.0;Stk;Folientapes;'Beschichtungen' / 'Innenbeschichtungen' / 'Dispersionsklebstoffe';0.0755;qm;0.0072;0.08;0.0872;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Stang GmbH & Co. KG;9002010020;Frachtpauschale;1.0;Stk;Sedimentäre Gesteine;'Mineralische Baustoffe' / 'Zuschläge' / 'Naturstein';0.0924;kg;105.0;0.08;105.08;Success: kg unit
HTI Gienger KG;FLDGS1040100E;Flanschdichtung Gummi-Stahl DN 100;1.0;Stk;Fingerschutz-Systeme - athmer oHG - Fingerschutzrollo;'Komponenten von Fenstern und Vorhangfassaden' / 'Zubehör für Fenster, Fassaden, Türen und Tore' / 'Fingerschutzsysteme';0.0955;m;6.0898;0.08;6.1698;Success: Converted: 1.0 m × 0.617 kg/m = 0.62 kg
Stang GmbH & Co. KG;9002010022;Maut-und Logistikpauschale;1.0;Stk;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHMS Version 1, Transportbetonwerk Unna, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0916;m3;145.622;0.08;145.702;Success: m³ unit
Schneebecke & Dorn + Co. GmbH;BO2608900170;SDS plus-7X 10x100x165mm 10St EXPERT;1.0;Stk;Texlon®-System;'Komposite' / 'Systembauteile' / 'Aussenwände';0.105;qm;0.3683;0.08;0.4483;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
Schneebecke & Dorn + Co. GmbH;EPL30602762;Antirutsch-Matte Rollenware;1.0;Stk;Strom-Wärmepumpe (Luft-Wasser) 7 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.0859;pcs.;325.7801;0.08;325.8601;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Schneebecke & Dorn + Co. GmbH;EDESAM;NR:Frachtkosten Vorlieferant;1.0;Stk;RS 16 (Steinel GmbH) (Leuchte);'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0781;pcs.;39.6765;0.08;39.7565;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Froschmeier GmbH & Co. Betriebs KG;0200;Frank-Faserbetonmauerstärken Ø 22mm L=9cm;1.0;Stk;Verzinkter Baustahl;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0843;kg;1040.0;0.08;1040.08;Success: kg unit
Richter+Frenzel GmbH + Co. KG;1010505059000;HTsafe Bogen mit DichtringHTEM DN 50, 2000 mm;1.0;Stk;Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHFS Version 1, Transportbetonwerk Mainz, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0912;m3;122.6493;0.08;122.7293;Success: m³ unit
HTI Gienger KG;KSE80;E-KS DN80/d90 EPDM W270 PN16;1.0;Stk;Automatische Schiebetür ST FLEX GREEN;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.082;pcs.;509.709;0.08;509.789;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
Union Beton Werke GmbH;916;Mautumlage;1.0;Stk;SIMA Cosinus Gleitprofil®;'Metalle' / 'Stahl und Eisen' / 'Stahlprofile';0.0853;m;32.9;0.08;32.98;Success: Converted: 1.0 m × 1.000 kg/m = 1.00 kg
Schneebecke & Dorn + Co. GmbH;BO2608597409;PRO Holz HSS Bohrer,18x100x600mm,SDSplus;1.0;Stk;Woodwool Light;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0889;qm;0.0;0.08;0.08;Success: Converted: 1.0 m² × 0.01m × 507.5 kg/m³ = 5.08 kg
Schneebecke & Dorn + Co. GmbH;BO2608900173;SDS plus-7X 12x100x165mm 10St EXPERT;1.0;Stk;Gebeiztes Warmbreitband aus schrottbasiertem Elektrostahl;'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0946;kg;679.0049;0.08;679.0849;Success: kg unit
Stark Deutschland GmbH;222504;Beton Bodenteil 1a/KG Di=450 mm Abgang DN 150 mm mit KG-Muffe;1.0;Stk;SAGLAN Glaswolle, phenolharzgebunden +A2;'Dämmstoffe' / 'Mineralwolle' / 'Glaswolle';0.0846;kg;1.345;0.08;1.425;Success: kg unit
HTI Gienger KG;UNIVERSALK100;Universal-Kralle SML DN  100 zweiteilig;1.0;Stk;Nutzung - 1 kWh Endenergie aus Hackschnitzeln (entspr. GEG);'Gebäudetechnik' / 'Nutzung' / 'Nutzung Wärmeerzeuger (EnEV)';0.0845;MJ;0.0;0.08;0.08;Error: Unit 'mj' not supported - Unknown unit 'MJ' - no conversion available
Froschmeier GmbH & Co. Betriebs KG;29;Wir führen Ihren Auftrag wie folgt aus:;1.0;Stk;Beton C30/37 XC4 XF1 XA1 F3 16 M EcoPact, Rezept Nummer DA5234-DSZS Version 1, Transportbetonwerk Dortmund-Schüren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0868;m3;170.8761;0.08;170.9561;Success: m³ unit
Geith & Niggl GmbH & Co. KG;1075701;Mindestfracht Baugeräte;1.0;Stk;Dreifachverglasung;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.079;qm;0.5976;0.08;0.6776;Success: Converted: 1.0 m² × 0.01m = 0.010 m³
HTI Gienger KG;AXPP2UM200;aduxa PP2000 Überschiebmuffe DN200;1.0;Stk;PCR-Butzen aus Gießband;'Metalle' / 'Aluminium' / 'Gussteile aus Aluminium';0.0871;kg;1.3833;0.08;1.4633;Success: kg unit
Schneebecke & Dorn + Co. GmbH;EFO76110616;Hammerbohrer EXPERT 6x100x165mm Bosch;1.0;Stk;PIAZZA 3 9-16-27 827-830-840 HF ANT;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.1009;pcs.;22.9108;0.08;22.9908;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
